"Kvegerö","Nyköpings kommun","224","210"
"Oxhalsö","Norrtälje kommun","224","350"
"Saleby","Lidköpings kommun","224","50"
"Mala","Hässleholms kommun","223","81"
"Persön","Luleå kommun","223","63"
"Påläng","Kalix kommun","223","74"
"Upplanda","Tierps kommun","223","77"
"Bäckebo","Nybro kommun","222","83"
"Eggby","Skara kommun","222","48"
"Nävragöl","Karlskrona kommun","222","43"
"Östra Vemmerlöv","Simrishamns kommun","222","75"
"Fleninge","Helsingborgs kommun","221","53"
"Gropen","Lekebergs kommun","221","80"
"Igelfors","Finspångs kommun","221","39"
"Inskogen","Oxelösunds kommun","221","21"
"Kristvallabrunn","Nybro kommun","221","62"
"Spekeröd","Stenungsunds kommun","221","96"
"Stöllet","Torsby kommun","221","76"
"Totebo","Västerviks kommun","221","48"
"Arrie","Vellinge kommun","220","38"
"Ekenhaga","Värnamo kommun","220","20"
"Sundom","Luleå kommun","220","95"
"Östanå","Sandvikens kommun","220","20"
"Frostkåge","Skellefteå kommun","219","74"
"Kastlösa","Mörbylånga kommun","219","103"
"Köinge","Falkenbergs kommun","219","49"
"Ljungsarp","Tranemo kommun","219","47"
"Norrmjöle","Umeå kommun","219","152"
"Ålberga","Nyköpings kommun","219","41"
"Åminne","Värnamo kommun","219","38"
"Holmeja","Svedala kommun","218","24"
"Hovid","Sundsvalls kommun","218","54"
"Näsviken","Strömsunds kommun","218","82"
"Pauliström","Vetlanda kommun","218","60"
"Ysane","Sölvesborgs kommun","218","56"
"Össjö","Ängelholms kommun","218","35"
"Båtbyggartorp","Upplands Väsby kommun","217","47"
"Bälgviken","Eskilstuna kommun","217","42"
"Fagerfjäll","Tjörns kommun","217","119"
"Venjan","Mora kommun","217","213"
"Glommersträsk","Arvidsjaurs kommun","216","87"
"Vånga","Norrköpings kommun","216","37"
"Agunnaryd","Ljungby kommun","215","48"
"Lima","Malung-Sälens kommun","215","72"
"Näsbyn","Hudiksvalls kommun","215","97"
"Stavsjö","Nyköpings kommun","215","30"
"Stångehamn","Oskarshamns kommun","215","85"
"Fjärås station","Kungsbacka kommun","214","70"
"Holsljunga","Svenljunga kommun","214","39"
"Hybo","Ljusdals kommun","214","50"
"Skeppsvik","Nyköpings kommun","214","143"
"Undenäs","Karlsborgs kommun","214","76"
"Hysingsvik","Norrtälje kommun","213","183"
"Malsta","Norrtälje kommun","213","56"
"Ormaryd","Nässjö kommun","213","63"
"Ryd","Jönköpings kommun","213","59"
"Västerberg","Sandvikens kommun","213","75"
"Delary","Älmhults kommun","212","46"
"Viforsen och Tunbyn","Sundsvalls kommun","212","78"
"Vindön","Orusts kommun","212","170"
"Hoverberg","Bergs kommun","211","141"
"Klapparvik och Källby","Söderhamns kommun","211","71"
"Kuttainen","Kiruna kommun","211","56"
"Vistträsk","Älvsbyns kommun","211","49"
"Västra Torup","Hässleholms kommun","211","63"
"Brunnsberg","Älvdalens kommun","210","121"
"Ekeby","Ekerö kommun","210","123"
"Flyksnäs","Marks kommun","210","57"
"Horsta och Laggarberg","Timrå kommun","210","54"
"Korsberga","Hjo kommun","210","54"
"Sälgsjön","Gävle kommun","210","33"
"Åmot","Ockelbo kommun","210","98"
"Bruksvallarna","Härjedalens kommun","209","161"
"Flisby","Nässjö kommun","209","65"
"Hjälteby","Tjörns kommun","209","58"
"Ubbhult norra","Marks kommun","209","61"
"Önneköp","Hörby kommun","209","56"
"Buskhyttan","Nyköpings kommun","208","58"
"Båtskärsnäs","Kalix kommun","208","66"
"Hjärsås","Östra Göinge kommun","208","28"
"Mollösund","Orusts kommun","208","122"
"Rusksele","Lycksele kommun","208","69"
"Finkarby","Nykvarns kommun","207","59"
"Kullaberg och Tvååker","Varbergs kommun","207","63"
"Jämtön","Luleå kommun","206","78"
"Medåker","Arboga kommun","205","51"
"Rossö","Strömstads kommun","205","153"
"Stavreviken","Timrå kommun","205","21"
"Ängesbyn","Luleå kommun","205","79"
"Ölme","Kristinehamns kommun","205","37"
"Magra","Alingsås kommun","204","62"
"Skebokvarn","Flens kommun","204","66"
"Geijersholm","Hagfors kommun","203","31"
"Botsmark","Umeå kommun","202","39"
"Kivinge","Håbo kommun","202","55"
"Mjällom","Kramfors kommun","202","109"
"Ramsberg","Lindesbergs kommun","202","112"
"Spjutstorp","Tomelilla kommun","202","40"
"Klutmark","Skellefteå kommun","201","72"
"Flerohopp","Nybro kommun","200","51"
"Freluga","Bollnäs kommun","200","62"
"Herrskog","Kramfors kommun","200","66"
"Långviksmon","Örnsköldsviks kommun","200","58"
"Persberg","Filipstads kommun","200","45"
"Sänna","Askersunds kommun","200","54"
"Hållsta","Gnesta kommun","199","63"
"Avan","Luleå kommun","198","61"
"Eriksmåla","Emmaboda kommun","198","93"
"Nittorp","Tranemo kommun","198","35"
"Åsen","Älvdalens kommun","198","73"
"Rönneshytta","Askersunds kommun","196","50"
"Björnö","Växjö kommun","195","15"
"Blombacka","Karlstads kommun","195","96"
"Fredriksfors","Hudiksvalls kommun","195","91"
"Runtuna","Nyköpings kommun","195","35"
"Grännäs","Valdemarsviks kommun","194","16"
"Djupekås","Sölvesborgs kommun","193","32"
"Nye","Vetlanda kommun","193","57"
"Rätan","Bergs kommun","193","85"
"Hedkärra","Fagersta kommun","190","55"
"Östraby","Hörby kommun","190","36"
"Stare","Strömstads kommun","186","40"
"Fagerhult","Högsby kommun","184","86"
"Röke","Hässleholms kommun","184","79"
"Solberga och Ålem","Mönsterås kommun","184","63"
"Målerås","Nybro kommun","180","78"
